0.19439553	-0.33138335	-0.20665099	0.5230201	-0.10949615	-0.38876882	0.17472386	-0.007092492	0.26572797	-0.1422951	-0.024699293	0.06506733	-0.42962664	-0.0050682016	-0.055758312	-0.33992958
-0.2607069	-0.030213825	-0.28176185	0.50589347	0.37788764	-0.18696958	0.41373354	-0.4255897	0.14387451	-0.36212376	-0.1690249	0.2858809	-0.05997433	0.40528473	-0.058992058	-0.50174135
0.18413618	0.087851144	-0.32974014	0.53654194	-0.24741201	0.04132971	0.3360708	-0.24261779	0.0886827	-0.2901638	-0.17612399	0.40922976	-0.15746062	-0.04434288	-0.3259171	-0.007651899
0.07725685	-0.2921832	0.017209502	0.38629282	-0.077581026	-0.35650015	-0.06264317	0.09587415	0.35648513	-0.034002695	0.15309587	-0.14995989	-0.29579896	0.11207845	0.118055396	-0.20750174
0.06560293	-0.507958	-0.26413482	0.45840526	-0.1757432	0.07758091	0.32109937	-0.11117322	0.05066226	0.3920108	-0.15005413	0.06266023	-0.557241	-0.057989955	0.031045081	0.06932597
0.9189156	0.3982869	-0.5725773	-0.24295577	-0.793668	0.27763504	0.014230798	0.32198125	-0.17094	-0.1667581	-0.37453413	0.7603502	0.04616387	-0.63403153	-0.9565874	0.622884
-0.011878332	-0.039258182	-0.12952334	0.4198191	0.15569943	-0.20293254	0.22248687	-0.2271012	0.10728524	-0.23851082	-0.13895917	0.19552833	-0.06800183	0.13079952	-0.036051244	-0.32476905
-0.1725937	-0.19466814	-0.14312264	0.5753331	0.25238493	-0.16146594	0.28290892	-0.34191284	0.049491476	-0.0107303485	-0.1370206	0.15328564	-0.18994349	0.10756252	0.009520176	-0.35601526
0.4810972	-0.6679671	0.004888275	0.22166725	-0.46525615	-0.2696021	-0.33058554	0.43404827	0.22554147	0.59618294	0.2273477	-0.35206085	-0.64982194	-0.511331	-0.12321951	0.42553023
0.23991576	-0.18288632	0.0017763171	0.2472425	-0.25406936	-0.37059534	-0.09176343	0.19904216	0.3246064	0.032961383	0.087087184	-0.10305512	-0.28857204	-0.19958827	-0.08224865	-0.020523123
0.12577836	0.38743454	0.2434232	0.09264524	0.19357815	-0.62317103	-0.2248074	0.122936405	0.39398694	-0.4598564	0.23011637	0.059291936	0.27382335	0.2872314	-0.07960744	-0.6893092
0.16411225	-0.39754683	-0.13948946	0.32962582	-0.09513938	-0.04753342	0.19654928	-0.10610507	0.0530437	0.27108538	-0.18836151	0.021225201	-0.45123193	-0.111982085	-0.04523668	-0.053397056
0.15517396	-0.88571423	0.4486883	0.43540338	-0.19903526	-0.36398053	-0.29814422	0.40750167	0.44471857	0.90820044	0.50965834	-0.65087557	-0.7474887	-0.19809642	0.45265567	0.20064247
-0.10681053	-0.15385115	0.08276369	0.3361825	0.2606542	-0.36548665	-0.016072616	-0.11979775	0.3802871	-0.24533643	0.17358042	-0.14245792	-0.16122243	0.28445327	0.17553687	-0.37077248
-0.5970542	-0.42300776	0.26432914	0.4318751	0.50065494	-0.23997113	0.20747676	-0.36873063	0.25444737	0.15170918	0.20855312	-0.32876664	-0.32558554	0.48551133	0.51045984	-0.41522
-0.082660034	-0.6202908	0.028605703	0.49392948	0.12717588	-0.20490588	0.14451535	-0.17964323	0.14038754	0.5975611	-0.033562846	-0.25235152	-0.6483914	0.07363332	0.20863968	-0.13983074
0.04868155	-0.3789223	-0.20240285	0.29489225	-0.080829665	-0.013151942	0.15505724	-0.1021374	0.034932297	0.34578305	-0.1351429	0.05362172	-0.46184382	-0.06870437	0.0070294742	0.014670586
-0.14359021	-0.16061318	-0.15877663	0.32811216	0.16054489	0.019119978	0.3427041	-0.30052584	-0.024575293	-0.0941188	-0.15264155	0.17830944	-0.17350546	0.17733589	0.0026003064	-0.15491396
1.0185055	0.50137347	-0.41702622	-0.391422	-0.8948136	0.26243034	-0.111623086	0.47137195	-0.027400369	-0.34886792	-0.10847242	0.62223786	0.23032902	-0.513519	-0.83187777	0.5858169
-0.20584601	-0.16504496	0.4737748	0.2834409	0.31069964	-0.53275245	-0.30998442	0.14127374	0.49852073	-0.21091774	0.4912122	-0.43415415	-0.14220706	0.37045845	0.37092376	-0.42119417
0.007612136	-0.2926641	0.12771057	0.34284684	0.04159447	-0.29885963	-0.1020105	0.06107295	0.2897447	-0.08897522	0.17946982	-0.142244	-0.26176867	0.11147252	0.17709252	-0.21340925
0.46390128	-0.029165428	-0.5099074	0.3148736	-0.44954577	0.23922679	0.26135284	-0.0167328	-0.31645477	0.28009027	-0.46263587	0.45225495	-0.31328648	-0.5776464	-0.53849155	0.38118538
-0.16871963	-0.49571136	-0.17981577	0.3388535	0.22359148	-0.041373923	0.21340838	-0.24804938	-0.14154862	0.46873388	-0.23314862	0.13289101	-0.36430517	-0.15759249	-0.12237183	-0.397378
0.08404466	0.32920474	-0.20081887	0.1387688	0.022525713	-0.17934152	0.078840815	-0.0782995	0.11393742	-0.28867579	-0.07889013	0.33089912	0.22761422	0.098723084	-0.2491486	-0.32053393
-0.060907982	-0.4384627	-0.24258228	0.47959536	4.6505593e-06	0.10889569	0.37897867	-0.2813133	-0.11801248	0.28523964	-0.29540977	0.08255015	-0.42626277	-0.027513742	-0.0025211924	-0.064419664
0.46858954	-0.20991631	-0.16266894	0.053670585	-0.47512493	-0.1678149	-0.13235666	0.2977803	0.22325979	0.2226203	0.04740793	-0.029229848	-0.27533028	-0.25225556	-0.28562745	0.19338098
